Date,SymH,Density,SymH_Norm,Density_Norm,ap60,F107,MgII,ap60_Norm,F107_Norm,MgII_Norm,imf_DNS_1,imf_DNS_2,imf_DNS_3,imf_DNS_4,imf_DNS_5,imf_DNS_6,imf_DNS_7,imf_DNS_8
2021-11-09 16:00:00,-19,3.31e-13,0.286307054,0.191896856,3,85.9,0.276278,0.014492754,0.466847826,0.979639742,0.07442172706589181,0.01844680533802754,-0.0025875751699664567,0.06198808473118131,-0.04579917982355004,-0.09018597129189657,-0.006080925614540787,0.1816938907648532
2021-11-09 17:00:00,-18,8.77e-14,0.282157676,0.049951077,0,85.9,0.276278,0.0,0.466847826,0.979639742,-0.06679943960289372,0.01634725637119879,-0.001633170212775862,0.06330575114417263,-0.04781924089282229,-0.09008195777678321,-0.005490923784339137,0.1821228017542428
2021-11-09 18:00:00,-11,1.06e-13,0.253112033,0.060829513,4,86.6,0.276278,0.019323671,0.470652174,0.979639742,-0.05226530216246306,0.011129955457056228,-0.0005131633863503786,0.06454186155581046,-0.049776099497927793,-0.08993973209030276,-0.004898743631113124,0.18255073675529043
2021-11-09 19:00:00,-12,2.81e-13,0.257261411,0.162624806,2,86.6,0.276278,0.009661836,0.470652174,0.979639742,0.05529278922178871,0.0036987362598509196,0.0006843614778667705,0.0657005240834521,-0.05166601179686779,-0.08975882027407149,-0.004304462632174676,0.18297768966015548
2021-11-09 20:00:00,-11,8.55e-14,0.253112033,0.048715626,0,86.6,0.276278,0.0,0.470652174,0.979639742,-0.052592838353462706,-0.004020216818236942,0.0018713205484323745,0.06678584684445474,-0.05348523394764336,-0.0895387483697053,-0.003708158264836472,0.18340365436099765
2021-11-09 21:00:00,-11,1.7e-13,0.253112033,0.09780048,3,86.6,0.276278,0.014492754,0.470652174,0.979639742,0.0014230720915348813,-0.01059381225810357,0.0029596299939031816,0.06780193795617567,-0.055230022108255644,-0.08927904241882045,-0.003109908006410457,0.18382862474997638
2021-11-09 22:00:00,-14,2.52e-13,0.265560166,0.145989558,6,86.6,0.276278,0.028985507,0.470652174,0.979639742,0.05236978210067804,-0.014861280104789616,0.003861205982836063,0.06875290553597208,-0.056896632436705834,-0.08897922846303274,-0.002509789334209197,0.1842525947192512
2021-11-09 23:00:00,-18,6.9e-14,0.282157676,0.039088111,9,86.6,0.276278,0.043478261,0.470652174,0.979639742,-0.05525528631698849,-0.015445150648299261,0.004498165463603192,0.06964285770120113,-0.05848132109099491,-0.0886388325439585,-0.0019078797255447921,0.18467555816098166
2021-11-10 00:00:00,-24,2.8e-13,0.307053942,0.16207426,12,86.6,0.276202,0.057971014,0.470652174,0.979370257,0.06128431140962176,-0.010075938147042546,0.004835562964305528,0.0704747963958555,-0.059980344229124315,-0.08825738070321351,-0.0013042566577296487,0.18509750896732724
2021-11-10 01:00:00,-29,1.11e-13,0.32780083,0.063741052,9,86.6,0.276202,0.043478261,0.470652174,0.979370257,-0.04945721751316415,0.001498692577104421,0.004857191634728548,0.07124729887046859,-0.06138982211110926,-0.0878345348803998,-0.000698997608075895,0.18551844103044757
2021-11-10 02:00:00,-27,8.29e-14,0.319502075,0.047171207,18,86.6,0.276202,0.086956522,0.470652174,0.979370257,-0.07754915331479731,0.012443208850941027,0.004548979085125131,0.0719578362022093,-0.06270533140502292,-0.08737050060706128,-9.218005389604461e-05,0.1859383482425021
2021-11-10 03:00:00,-18,3.58e-13,0.282157676,0.20758139,15,86.6,0.276202,0.072463768,0.470652174,0.979370257,0.08005968333685365,0.014935563439684288,0.00389685292574795,0.0726038794682465,-0.06392231288095271,-0.0868656193127278,0.0005161185274978088,0.18635722449565031
2021-11-10 04:00:00,-14,8.03e-14,0.265560166,0.045637424,22,86.6,0.276202,0.106280193,0.470652174,0.979370257,-0.07402286794232352,0.007029339247731225,0.002903608343913388,0.07318294320428587,-0.06503625076752287,-0.08632023242692925,0.0011258206587932244,0.18677506368205196
2021-11-10 05:00:00,-16,1.42e-13,0.273858921,0.081380134,15,86.6,0.276202,0.072463768,0.470652174,0.979370257,-0.028304477022258412,-0.002798839642957707,0.0016438465637065658,0.07368838005166622,-0.06604280312750559,-0.08573468137919542,0.0017368488626779838,0.18719185969386637
2021-11-10 06:00:00,-14,2.58e-13,0.265560166,0.149310377,12,86.6,0.276202,0.057971014,0.470652174,0.979370257,0.047480053991719964,-0.010402052492086311,0.0002263793003357945,0.07409624319620359,-0.06693767148220987,-0.08510930759905608,0.0023491256618397988,0.1876076064232531
2021-11-10 07:00:00,-12,9.98e-14,0.257261411,0.057045238,6,86.6,0.276202,0.028985507,0.470652174,0.979370257,-0.04032175488602462,-0.014599472679050988,-0.0012356460024758676,0.07437822736844002,-0.06771653462618557,-0.08444445251604106,0.00296257357896635,0.18802229776237175
2021-11-10 08:00:00,-21,2.39e-13,0.294605809,0.138493096,6,86.6,0.276202,0.028985507,0.470652174,0.979370257,0.043499110502676,-0.016780473727052728,-0.002629081901005219,0.07450593639188113,-0.06837498044694616,-0.08374045755968011,0.0035771151367452424,0.18843592760338185
2021-11-10 09:00:00,-25,2.14e-13,0.31120332,0.12356647,5,86.6,0.276202,0.024154589,0.470652174,0.979370257,0.024523356433636775,-0.012698883174507895,-0.0038438790539604964,0.07445095136327348,-0.06890857410524598,-0.08299766415950313,0.004192672857864371,0.18884848983844288
2021-11-10 10:00:00,-27,7.16e-14,0.319502075,0.040562691,15,86.6,0.276202,0.072463768,0.470652174,0.979370257,-0.06902710649704788,-0.00235252847038696,-0.0047848360918934735,0.07418730894148162,-0.0693128807618392,-0.0822164137450399,0.004809169265011445,0.1892599783597143
2021-11-10 11:00:00,-23,3.51e-13,0.302904564,0.203821236,9,86.6,0.276202,0.043478261,0.470652174,0.979370257,0.0800958571367453,0.011279782208742052,-0.0053696719962602266,0.07369886803384332,-0.0695834655774801,-0.08139704774582027,0.005426526880874041,0.18967038705935585
2021-11-10 12:00:00,-20,9.61e-14,0.290456432,0.054873525,9,86.6,0.276202,0.043478261,0.470652174,0.979370257,-0.07947928803946318,0.021030854486913837,-0.005513690311405646,0.07296707211058515,-0.06971585440818065,-0.0805399468961164,0.00604466822813992,0.19007970982952696
2021-11-10 13:00:00,-19,9.32e-14,0.286307054,0.053186986,5,86.6,0.276202,0.024154589,0.470652174,0.979370257,-0.08537091871083376,0.02391634329884411,-0.005109779453857287,0.07195094951411612,-0.06970541589098296,-0.07964564914917013,0.006663515829496848,0.19048794056238708
2021-11-10 14:00:00,-21,3.72e-13,0.294605809,0.216070283,6,86.6,0.276202,0.028985507,0.470652174,0.979370257,0.08048306828203143,0.019164397756989922,-0.004085970339614101,0.07059293306401718,-0.06954747935818689,-0.07871473176296591,0.007282992207632535,0.19089507315009582
2021-11-10 15:00:00,-19,9.95e-14,0.286307054,0.056849079,7,86.6,0.276202,0.033816425,0.470652174,0.979370257,-0.07134685635456448,0.009718750516102327,-0.0025743148429745416,0.06883252444896945,-0.06923737414209226,-0.07774777199548777,0.007903019885234498,0.19130110148481275
2021-11-10 16:00:00,-20,1.41e-13,0.290456432,0.081036344,5,86.6,0.276202,0.024154589,0.470652174,0.979370257,-0.03948960070520747,-3.8441955878701015e-05,-0.0007586028605368724,0.06660922535765405,-0.06877042957499889,-0.07674534710472003,0.008523521384990695,0.1917060194586972
2021-11-10 17:00:00,-17,2.78e-13,0.278008299,0.160858636,6,86.6,0.276202,0.028985507,0.470652174,0.979370257,0.048320423924219424,-0.009905931969716349,0.0011773757111008427,0.06386368373618811,-0.06814312124664258,-0.0757080343486472,0.009144419229588724,0.19210982096390902
2021-11-10 18:00:00,-14,1.07e-13,0.265560166,0.061408999,4,90.3,0.276202,0.019323671,0.49076087,0.979370257,-0.04170427479923418,-0.020762904809106173,0.0030498309753402833,0.06054113256043319,-0.06735650977650363,-0.07463641098525328,0.009765635941716297,0.19251249989260746
2021-11-10 19:00:00,-12,2.34e-13,0.257261411,0.135342681,2,90.3,0.276202,0.009661836,0.49076087,0.979370257,0.04216266211375022,-0.031440193080012876,0.004674973035583384,0.05658795106368675,-0.06641280204149819,-0.07353105427252268,0.01038709404406113,0.19291405013695226
2021-11-10 20:00:00,-12,1.47e-13,0.257261411,0.084715675,3,90.3,0.276202,0.014492754,0.49076087,0.979370257,-0.004766832188056347,-0.03495345854785345,0.0058538910278368335,0.05196563944664139,-0.06531420491854249,-0.0723925414684396,0.01100871605931084,0.1933144655891028
